대상시설명,소재지지번주소,위도_스쿨존,경도_스쿨존,사고지역위치명,사고유형구분,사고년도,위도_사고,경도_사고,발생건수,사상자수,사망자수,중상자수,경상자수,부상자수,직선거리(m)
성체유치원,경기도 성남시 수정구 수진동 664-2,37.439656,127.137203,경기도 성남시 수정구 수진동(탄리사거리 부근),보행어린이사고다발지,2022,37.44168691,127.1363736,3,3,0,1,2,0,237.4019973
성체유치원,경기도 성남시 수정구 수진동 664-2,37.439656,127.137203,경기도 성남시 수정구 수진동(탄리사거리 부근),보행어린이사고다발지,2022,37.44168691,127.1363736,3,3,0,1,2,0,237.4019973
성현어린이집,경기도 성남시 수정구 수진동 1921,37.438454,127.138715,경기도 성남시 수정구 신흥동(수진역사거리 부근),보행노인사고다발지,2014,37.43828984,127.1391092,5,5,1,4,0,0,39.30015445
성현어린이집,경기도 성남시 수정구 수진동 1921,37.438454,127.138715,경기도 성남시 수정구 수진동(수진역사거리 부근),보행노인사고다발지,2015,37.43771649,127.1408353,5,5,1,2,2,0,204.3758826
성현어린이집,경기도 성남시 수정구 수진동 1921,37.438454,127.138715,경기도 성남시 수정구 수진동(수진역사거리 부근),보행노인사고다발지,2013,37.43769922,127.1410841,5,5,0,5,0,0,225.377502
수내동어린이집,경기도 성남시 분당구 수내동 12-3,37.379099,127.114714,경기도 성남시 분당구 수내동(정상제이엘에스 (영재관) 부근),보행노인사고다발지,2015,37.37674883,127.1154868,3,3,0,2,1,0,270.1012266
수내초등학교,경기도 성남시 분당구 수내동 81,37.367765,127.124663,경기도 성남시 분당구 수내동(문옥관전통학원 부근),자전거사고다발지,2015,37.36575408,127.1255206,4,4,0,3,1,0,236.0992475
수진초등학교,경기도 성남시 수정구 태평동 3756,37.444944,127.133465,경기도 성남시 수정구 태평동(태평초교 부근),보행어린이사고다발지,2018,37.44542677,127.1325254,3,3,0,1,2,0,98.8044068
수진초등학교,경기도 성남시 수정구 태평동 3756,37.444944,127.133465,경기도 성남시 수정구 태평동(태평오거리 부근),보행노인사고다발지,2014,37.44580222,127.1347009,4,4,0,3,1,0,144.9522457
수진초등학교,경기도 성남시 수정구 태평동 3756,37.444944,127.133465,경기도 성남시 수정구 태평동(탄리사거리 부근),보행어린이사고다발지,2013,37.44346421,127.1342153,4,4,0,1,3,0,177.3771344
수진초등학교,경기도 성남시 수정구 태평동 3756,37.444944,127.133465,경기도 성남시 수정구 태평동(삼성로얄빌라 부근),보행어린이사고다발지,2012,37.44346655,127.1325953,3,3,0,1,2,0,181.3412108
수진초등학교,경기도 성남시 수정구 태평동 3756,37.444944,127.133465,경기도 성남시 수정구 태평동(태평오거리 부근),보행어린이사고다발지,2014,37.44712695,127.1334233,3,3,0,1,2,0,242.7608789
수진초등학교,경기도 성남시 수정구 태평동 3756,37.444944,127.133465,경기도 성남시 수정구 태평동(한전 사거리 부근),보행어린이사고다발지,2016,37.44472629,127.1301033,4,4,0,0,3,1,297.7632972
신흥성모유치원,경기도 성남시 수정구 신흥동 89,37.449077,127.143242,경기도 성남시 수정구 태평동(금빛초교 부근),보행어린이사고다발지,2016,37.44819862,127.1409687,2,2,1,0,1,0,223.1875303
신흥성모유치원,경기도 성남시 수정구 신흥동 89,37.449077,127.143242,경기도 성남시 수정구 태평동(금빛초교 부근),보행어린이사고다발지,2020,37.4484906,127.1401106,3,3,0,0,3,0,284.0178114
신흥제2어린이집,경기도 성남시 수정구 신흥동 50,37.449202,127.144413,경기도 성남시 수정구 태평동(성남초교 부근),보행어린이사고다발지,2016,37.44678079,127.1454331,3,3,0,1,2,0,283.8877712
신흥제3어린이집,경기도 성남시 수정구 신흥동 4900,37.443531,127.148854,경기도 성남시 중원구 중앙동(토암골옛날막창(중동점) 부근),자전거사고다발지,2014,37.44142189,127.1486115,5,5,0,2,2,1,235.4974988
아름다운유치원,경기도 성남시 분당구 수내동 75,37.367591,127.125773,경기도 성남시 분당구 수내동(문옥관전통학원 부근),자전거사고다발지,2015,37.36575408,127.1255206,4,4,0,3,1,0,205.4705095
아이세상 어린이집,경기도 성남시 수정구 태평동 3660,37.4422,127.134779,경기도 성남시 수정구 수진동(탄리사거리 부근),보행노인사고다발지,2020,37.4419853,127.1345164,2,2,1,0,1,0,33.27807834
아이세상 어린이집,경기도 성남시 수정구 태평동 3660,37.4422,127.134779,경기도 성남시 수정구 수진동(탄리사거리 부근),보행노인사고다발지,2015,37.44190348,127.1349376,11,11,0,8,3,0,35.82147957
아이세상 어린이집,경기도 성남시 수정구 태평동 3660,37.4422,127.134779,경기도 성남시 수정구 태평동(탄리사거리 부근),보행어린이사고다발지,2013,37.44346421,127.1342153,4,4,0,1,3,0,149.122836
아이세상 어린이집,경기도 성남시 수정구 태평동 3660,37.4422,127.134779,경기도 성남시 수정구 태평동(중앙시장사거리 부근),보행노인사고다발지,2013,37.44137251,127.1334175,4,5,1,4,0,0,151.3756156
아이세상 어린이집,경기도 성남시 수정구 태평동 3660,37.4422,127.134779,경기도 성남시 수정구 수진동(탄리사거리 부근),보행어린이사고다발지,2022,37.44168691,127.1363736,3,3,0,1,2,0,151.9013835
아이세상 어린이집,경기도 성남시 수정구 태평동 3660,37.4422,127.134779,경기도 성남시 수정구 수진동(탄리사거리 부근),보행어린이사고다발지,2022,37.44168691,127.1363736,3,3,0,1,2,0,151.9013835
아이세상 어린이집,경기도 성남시 수정구 태평동 3660,37.4422,127.134779,경기도 성남시 수정구 수진동(탄리사거리 부근),보행어린이사고다발지,2022,37.44168691,127.1363736,3,3,0,1,2,0,151.9013835
아이세상 어린이집,경기도 성남시 수정구 태평동 3660,37.4422,127.134779,경기도 성남시 수정구 수진동(탄리사거리 부근),보행어린이사고다발지,2022,37.44168691,127.1363736,3,3,0,1,2,0,151.9013835
아이세상 어린이집,경기도 성남시 수정구 태평동 3660,37.4422,127.134779,경기도 성남시 수정구 태평동(성남동태평동우체국 부근),보행노인사고다발지,2018,37.44164589,127.1330363,4,4,0,3,1,0,165.7337681
아이세상 어린이집,경기도 성남시 수정구 태평동 3660,37.4422,127.134779,경기도 성남시 수정구 태평동(중앙시장사거리 부근),보행노인사고다발지,2016,37.44110099,127.1329324,5,5,0,2,2,1,203.7453917
아이세상 어린이집,경기도 성남시 수정구 태평동 3660,37.4422,127.134779,경기도 성남시 수정구 태평동(삼성로얄빌라 부근),보행어린이사고다발지,2012,37.44346655,127.1325953,3,3,0,1,2,0,238.7485176
안말초등학교,경기도 성남시 분당구 이매동 118,37.393154,127.125984,경기도 성남시 분당구 이매동(이매길어린이공원 부근),자전거사고다발지,2021,37.39350475,127.1236709,4,6,0,0,3,3,208.0342406
야탑초등학교,경기도 성남시 분당구 야탑동 333,37.416616,127.125627,경기도 성남시 분당구 야탑동(야탑사거리 부근),보행노인사고다발지,2013,37.41670386,127.1286403,3,3,0,3,0,0,266.2995604
예림어린이집,경기도 성남시 수정구 단대동 100,37.450823,127.157599,경기도 성남시 수정구 단대동(남한산성입구역 부근),보행노인사고다발지,2018,37.45211378,127.1599305,3,3,1,1,1,0,250.9155307
예림어린이집,경기도 성남시 수정구 단대동 100,37.450823,127.157599,경기도 성남시 중원구 금광동(우리치과의원 부근),보행어린이사고다발지,2017,37.45064803,127.160521,4,6,0,3,3,0,258.6723678
예원유치원,경기도 성남시 중원구 성남동 2894,37.435032,127.143201,경기도 성남시 중원구 성남동(성일중고앞사거리 부근),보행노인사고다발지,2019,37.43633891,127.1424219,5,5,0,2,3,0,160.7803762
예원유치원,경기도 성남시 중원구 성남동 2894,37.435032,127.143201,경기도 성남시 중원구 성남동(성일중고앞사거리 부근),보행노인사고다발지,2016,37.43565957,127.140246,5,5,1,3,1,0,270.0773153
은서유치원,경기도 성남시 수정구 태평동 3558,37.443605,127.134977,경기도 성남시 수정구 태평동(탄리사거리 부근),보행어린이사고다발지,2013,37.44346421,127.1342153,4,4,0,1,3,0,69.04382364
은서유치원,경기도 성남시 수정구 태평동 3558,37.443605,127.134977,경기도 성남시 수정구 수진동(탄리사거리 부근),보행노인사고다발지,2020,37.4419853,127.1345164,2,2,1,0,1,0,184.6359312
은서유치원,경기도 성남시 수정구 태평동 3558,37.443605,127.134977,경기도 성남시 수정구 수진동(탄리사거리 부근),보행노인사고다발지,2015,37.44190348,127.1349376,11,11,0,8,3,0,189.2323638
은서유치원,경기도 성남시 수정구 태평동 3558,37.443605,127.134977,경기도 성남시 수정구 태평동(삼성로얄빌라 부근),보행어린이사고다발지,2012,37.44346655,127.1325953,3,3,0,1,2,0,210.8277204
은서유치원,경기도 성남시 수정구 태평동 3558,37.443605,127.134977,경기도 성남시 수정구 태평동(태평오거리 부근),보행노인사고다발지,2014,37.44580222,127.1347009,4,4,0,3,1,0,245.5325846
은서유치원,경기도 성남시 수정구 태평동 3558,37.443605,127.134977,경기도 성남시 수정구 수진동(탄리사거리 부근),보행어린이사고다발지,2022,37.44168691,127.1363736,3,3,0,1,2,0,246.3566862
은서유치원,경기도 성남시 수정구 태평동 3558,37.443605,127.134977,경기도 성남시 수정구 수진동(탄리사거리 부근),보행어린이사고다발지,2022,37.44168691,127.1363736,3,3,0,1,2,0,246.3566862
은서유치원,경기도 성남시 수정구 태평동 3558,37.443605,127.134977,경기도 성남시 수정구 수진동(탄리사거리 부근),보행어린이사고다발지,2022,37.44168691,127.1363736,3,3,0,1,2,0,246.3566862
은서유치원,경기도 성남시 수정구 태평동 3558,37.443605,127.134977,경기도 성남시 수정구 수진동(탄리사거리 부근),보행어린이사고다발지,2022,37.44168691,127.1363736,3,3,0,1,2,0,246.3566862
은서유치원,경기도 성남시 수정구 태평동 3558,37.443605,127.134977,경기도 성남시 수정구 태평동(성남동태평동우체국 부근),보행노인사고다발지,2018,37.44164589,127.1330363,4,4,0,3,1,0,277.1478497
은서유치원,경기도 성남시 수정구 태평동 3558,37.443605,127.134977,경기도 성남시 수정구 태평동(중앙시장사거리 부근),보행노인사고다발지,2013,37.44137251,127.1334175,4,5,1,4,0,0,283.8656049
은서유치원,경기도 성남시 수정구 태평동 3558,37.443605,127.134977,경기도 성남시 수정구 태평동(태평초교 부근),보행어린이사고다발지,2018,37.44542677,127.1325254,3,3,0,1,2,0,296.4431153
이매초등학교,경기도 성남시 분당구 이매동 112,37.39721,127.126493,경기도 성남시 분당구 삼평동(안말사거리 부근),자전거사고다발지,2015,37.39631387,127.1253199,5,5,0,2,3,0,143.7649109
이솔유치원,경기도 성남시 분당구 금곡동 133-1,37.352756,127.112602,경기도 성남시 분당구 정자동(청솔종합사회복지관 부근),보행노인사고다발지,2017,37.35330739,127.1110447,4,4,0,2,2,0,150.6873447
중부초등학교,경기도 성남시 중원구 은행동 1932-7,37.451546,127.164951,경기도 성남시 중원구 은행동(중부초교 부근),스쿨존내어린이사고다발지,2017,37.45073123,127.1650319,1,1,1,0,0,0,90.8793155
중앙동어린이집,경기도 성남시 중원구 중앙동 709,37.442671,127.156555,경기도 성남시 중원구 중앙동(중앙동행정복지센터 부근),보행노인사고다발지,2020,37.44297038,127.1556082,5,5,0,3,2,0,89.97270734
중앙동어린이집,경기도 성남시 중원구 중앙동 709,37.442671,127.156555,경기도 성남시 중원구 중앙동(중앙동행정복지센터 부근),보행노인사고다발지,2021,37.44248975,127.1549208,5,5,0,5,0,0,145.6756748
중앙동어린이집,경기도 성남시 중원구 중앙동 709,37.442671,127.156555,경기도 성남시 중원구 중앙동(까미다방 부근),보행노인사고다발지,2015,37.44431879,127.1565528,3,3,0,1,1,1,183.2259911
중앙동어린이집,경기도 성남시 중원구 중앙동 709,37.442671,127.156555,경기도 성남시 중원구 중앙동(귀보장 부근),보행노인사고다발지,2016,37.44270877,127.1544739,8,8,0,7,1,0,183.7769317
중앙동어린이집,경기도 성남시 중원구 중앙동 709,37.442671,127.156555,경기도 성남시 중원구 중앙동(반석제일교회 부근),보행노인사고다발지,2013,37.44334155,127.1585968,4,4,1,3,0,0,195.0707968
중앙동어린이집,경기도 성남시 중원구 중앙동 709,37.442671,127.156555,경기도 성남시 중원구 중앙동(세이브존성남점 부근),보행노인사고다발지,2018,37.44398696,127.1550294,3,3,0,3,0,0,198.8772269
중앙동어린이집,경기도 성남시 중원구 중앙동 709,37.442671,127.156555,경기 성남시 중원구 금광동(단대오거리 부근),보행노인사고다발지,2022,37.44492251,127.1575255,5,5,0,5,0,0,264.6114895
중앙동어린이집,경기도 성남시 중원구 중앙동 709,37.442671,127.156555,경기도 성남시 중원구 중앙동(신흥동마을금고B 부근),자전거사고다발지,2015,37.44333494,127.1535335,7,7,0,2,5,0,276.7783754
중앙동어린이집,경기도 성남시 중원구 중앙동 709,37.442671,127.156555,경기도 성남시 중원구 금광동(상공회의소앞사거리 부근),보행노인사고다발지,2014,37.44480844,127.15846,3,3,0,3,0,0,291.1573652
중원초등학교,경기도 성남시 중원구 상대원동 153,37.437855,127.167857,경기도 성남시 중원구 상대원동(우리집부동산 부근),보행어린이사고다발지,2012,37.43878398,127.1657125,3,3,0,1,2,0,215.6827216
중원초등학교,경기도 성남시 중원구 상대원동 153,37.437855,127.167857,경기도 성남시 중원구 상대원동(슬리민속학원 부근),보행노인사고다발지,2015,37.4390601,127.1656078,3,3,2,1,0,0,239.5633583
중탑초등학교,경기도 성남시 분당구 야탑동 212,37.413924,127.139686,경기도 성남시 분당구 야탑동(중탑삼거리 부근),보행노인사고다발지,2017,37.41471459,127.1386547,3,3,1,2,0,0,126.5862995
즐거운유치원,경기도 성남시 분당구 금곡동 141,37.351408,127.111941,경기도 성남시 분당구 정자동(청솔종합사회복지관 부근),보행노인사고다발지,2017,37.35330739,127.1110447,4,4,0,2,2,0,225.572798
즐거운유치원,경기도 성남시 분당구 금곡동 141,37.351408,127.111941,경기도 성남시 분당구 구미동(청솔마을 부근),보행노인사고다발지,2015,37.35214706,127.1090522,3,3,0,2,1,0,268.2443605
즐거운유치원,경기도 성남시 분당구 금곡동 141,37.351408,127.111941,경기도 성남시 분당구 금곡동(미금역사거리 부근),보행노인사고다발지,2019,37.34997963,127.1092031,7,7,0,3,3,1,289.4745967
초림초등학교,경기도 성남시 분당구 수내동 35,37.376826,127.117592,경기도 성남시 분당구 수내동(정상제이엘에스 (영재관) 부근),보행노인사고다발지,2015,37.37674883,127.1154868,3,3,0,2,1,0,186.2179754
케이디엘피어학원,경기도 성남시 분당구 이매동 124,37.389127,127.124549,경기도 성남시 분당구 서현동(스타벅스서현미래에셋점 부근),보행노인사고다발지,2017,37.38873057,127.1233827,3,3,0,2,1,0,112.0732548
케이디엘피어학원,경기도 성남시 분당구 이매동 124,37.389127,127.124549,경기도 성남시 분당구 서현동((주)건축사무소도시건축 부근),보행노인사고다발지,2015,37.38785858,127.1225582,4,4,0,2,2,0,225.4506926
태평초등학교,경기도 성남시 수정구 태평동 3743,37.444953,127.131694,경기도 성남시 수정구 태평동(태평초교 부근),보행어린이사고다발지,2018,37.44542677,127.1325254,3,3,0,1,2,0,90.34618634
태평초등학교,경기도 성남시 수정구 태평동 3743,37.444953,127.131694,경기도 성남시 수정구 태평동(한전 사거리 부근),보행어린이사고다발지,2016,37.44472629,127.1301033,4,4,0,0,3,1,142.6748954
태평초등학교,경기도 성남시 수정구 태평동 3743,37.444953,127.131694,경기도 성남시 수정구 태평동(한전 사거리 부근),보행어린이사고다발지,2013,37.44477694,127.1300278,3,3,0,0,3,0,148.3924435
태평초등학교,경기도 성남시 수정구 태평동 3743,37.444953,127.131694,경기도 성남시 수정구 태평동(한전 사거리 부근),보행노인사고다발지,2014,37.44506473,127.1297222,4,4,0,4,0,0,174.5168275
태평초등학교,경기도 성남시 수정구 태평동 3743,37.444953,127.131694,경기도 성남시 수정구 태평동(삼성로얄빌라 부근),보행어린이사고다발지,2012,37.44346655,127.1325953,3,3,0,1,2,0,183.441066
태평초등학교,경기도 성남시 수정구 태평동 3743,37.444953,127.131694,경기도 성남시 수정구 태평동(탄리사거리 부근),보행어린이사고다발지,2013,37.44346421,127.1342153,4,4,0,1,3,0,277.3995952
태평초등학교,경기도 성남시 수정구 태평동 3743,37.444953,127.131694,경기도 성남시 수정구 태평동(태평오거리 부근),보행노인사고다발지,2014,37.44580222,127.1347009,4,4,0,3,1,0,281.7485386
태평초등학교,경기도 성남시 수정구 태평동 3743,37.444953,127.131694,경기도 성남시 수정구 태평동(태평오거리 부근),보행어린이사고다발지,2014,37.44712695,127.1334233,3,3,0,1,2,0,285.9031957
하대원어린이집,경기도 성남시 중원구 하대원동 155-8,37.427838,127.149429,경기도 성남시 중원구 하대원동(피노키오음악학원 부근),보행어린이사고다발지,2013,37.4294705,127.1486274,4,7,1,1,4,1,194.8376229
하탑초등학교,경기도 성남시 분당구 야탑동 531,37.407326,127.126613,경기도 성남시 분당구 야탑동(야탑교 부근),자전거사고다발지,2022,37.40818227,127.1246484,4,5,0,2,2,1,197.9301068
하탑초등학교,경기도 성남시 분당구 야탑동 531,37.407326,127.126613,경기도 성남시 분당구 이매동(하탑사거리 부근),자전거사고다발지,2019,37.40546222,127.1281647,4,5,0,2,3,0,248.4640377
하탑초등학교,경기도 성남시 분당구 야탑동 531,37.407326,127.126613,경기도 성남시 분당구 야탑동(홈케어굿모닝약국 부근),보행노인사고다발지,2015,37.40983012,127.1261171,5,5,0,3,1,1,281.8693399
한양어린이집,경기도 성남시 수정구 수진동 4615-1,37.435594,127.1281,경기도 성남시 수정구 수진동(KT모란지점 부근),보행노인사고다발지,2012,37.43555746,127.1287233,3,3,2,1,0,0,55.18276266
한양어린이집,경기도 성남시 수정구 수진동 4615-1,37.435594,127.1281,경기도 성남시 수정구 수진동(모란사거리 부근),보행노인사고다발지,2013,37.43526389,127.1285953,4,4,2,1,1,0,57.09484772
한양어린이집,경기도 성남시 수정구 수진동 4615-1,37.435594,127.1281,경기도 성남시 수정구 수진동(모란사거리 부근),자전거사고다발지,2017,37.43365878,127.1286696,5,5,0,2,1,2,220.9855352
한양어린이집,경기도 성남시 수정구 수진동 4615-1,37.435594,127.1281,경기도 성남시 중원구 성남동(모란사거리 부근),자전거사고다발지,2020,37.43364709,127.1288332,9,9,0,4,4,1,225.9586595
한양어린이집,경기도 성남시 수정구 수진동 4615-1,37.435594,127.1281,경기도 성남시 중원구 성남동(모란사거리 부근),자전거사고다발지,2019,37.43344238,127.128648,5,5,0,3,1,1,244.0928538
한양어린이집,경기도 성남시 수정구 수진동 4615-1,37.435594,127.1281,경기도 성남시 중원구 성남동(모란사거리 부근),자전거사고다발지,2015,37.43343007,127.1289153,13,13,0,6,7,0,251.1554485
한양어린이집,경기도 성남시 수정구 수진동 4615-1,37.435594,127.1281,경기도 성남시 중원구 성남동(모란사거리 부근),자전거사고다발지,2018,37.433435,127.129168,8,9,0,4,4,1,257.9257217
한양어린이집,경기도 성남시 수정구 수진동 4615-1,37.435594,127.1281,경기도 성남시 중원구 성남동(모란사거리 부근),자전거사고다발지,2022,37.43334412,127.1289311,7,7,0,3,4,0,260.7153077
한양어린이집,경기도 성남시 수정구 수진동 4615-1,37.435594,127.1281,경기도 성남시 중원구 성남동(풍생중고B 부근),자전거사고다발지,2016,37.43366978,127.1299324,8,8,1,4,3,0,268.2468679
한양어린이집,경기도 성남시 수정구 수진동 4615-1,37.435594,127.1281,경기도 성남시 중원구 성남동(풍생중고B 부근),자전거사고다발지,2012,37.43366075,127.1300395,5,5,0,3,2,0,274.8387878
한양어린이집,경기도 성남시 수정구 수진동 4615-1,37.435594,127.1281,경기도 성남시 중원구 성남동(모란삼거리 부근),자전거사고다발지,2021,37.43324575,127.1291803,6,6,0,2,4,0,277.9899657
한양어린이집,경기도 성남시 수정구 수진동 4615-1,37.435594,127.1281,경기 성남시 중원구 성남동(모란삼거리 부근),보행노인사고다발지,2022,37.43306314,127.1282766,6,6,0,6,0,0,281.8504419
한양어린이집,경기도 성남시 수정구 수진동 4615-1,37.435594,127.1281,경기 성남시 중원구 성남동(모란삼거리 부근),보행노인사고다발지,2023,37.43305476,127.1283514,5,5,0,5,0,0,283.2217871
한양어린이집,경기도 성남시 수정구 수진동 4615-1,37.435594,127.1281,경기도 성남시 중원구 성남동(모란삼거리 부근),보행노인사고다발지,2021,37.43303473,127.1282883,5,5,0,5,0,0,285.0630903
한양어린이집,경기도 성남시 수정구 수진동 4615-1,37.435594,127.1281,경기도 성남시 중원구 성남동(모란삼거리 부근),보행노인사고다발지,2018,37.43302722,127.1290188,8,8,0,3,4,1,296.7183552
혜성유치원,경기도 성남시 중원구 금광동 351,37.444509,127.160252,경기도 성남시 중원구 금광동(썬빌라 부근),보행어린이사고다발지,2013,37.44492032,127.1597483,3,3,0,1,2,0,63.79046258
혜성유치원,경기도 성남시 중원구 금광동 351,37.444509,127.160252,경기도 성남시 중원구 금광동(상공회의소앞사거리 부근),보행노인사고다발지,2014,37.44480844,127.15846,3,3,0,3,0,0,161.6676231
혜성유치원,경기도 성남시 중원구 금광동 351,37.444509,127.160252,경기도 성남시 중원구 중앙동(반석제일교회 부근),보행노인사고다발지,2013,37.44334155,127.1585968,4,4,1,3,0,0,195.4601194
혜성유치원,경기도 성남시 중원구 금광동 351,37.444509,127.160252,경기 성남시 중원구 금광동(단대오거리 부근),보행노인사고다발지,2022,37.44492251,127.1575255,5,5,0,5,0,0,245.053615