구분,도로명,포장도_1차로,포장도_2차로,포장도_3차로,포장도_4차로,포장도_5차로,포장도_6차로,포장도_7차로,포장도_8차로,포장도_9차로,포장도_10차로,포장도_11차로,포장도_12차로,포장도_13차로,포장도_14차로,포장도_15차로,포장도_16차로,미포장도,미개통도,데이터기준일자
시도,성남 시도445 노선,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도446 노선,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도448 노선,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도449 노선,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도450 노선,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도451 노선,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도455 노선,0,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도458 노선,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도460 노선,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도462 노선,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도463 노선,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도465 노선,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도466 노선,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도467 노선,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도468 노선,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도469 노선,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도447 노선,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도452 노선,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도453 노선,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도457 노선,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도459 노선,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도461 노선,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도464 노선,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도472 노선,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도475 노선,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도484 노선,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도491 노선,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도497 노선,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도499 노선,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도800 노선,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도802 노선,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도471 노선,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도473 노선,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도477 노선,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도481 노선,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도482 노선,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1010 노선,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1011 노선,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1025 노선,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1039 노선,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도456 노선,0,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도494 노선,0,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도806 노선,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도807 노선,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도808 노선,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1051 노선,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2010 노선,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1017 노선,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1022 노선,0,2810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1023 노선,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1027 노선,0,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1044 노선,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1059 노선,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1060 노선,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1006 노선,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1047 노선,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1049 노선,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1058 노선,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1086 노선,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2000 노선,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2003 노선,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2004 노선,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2011 노선,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2012 노선,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2013 노선,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1062 노선,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1064 노선,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1066 노선,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1069 노선,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1071 노선,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1073 노선,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1074 노선,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1077 노선,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1084 노선,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도1087 노선,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2007 노선,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2022 노선,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2025 노선,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2029 노선,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2030 노선,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2031 노선,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2032 노선,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2024 노선,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도420 노선,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도421 노선,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도422 노선,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도423 노선,0,0,0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도424 노선,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도425 노선,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도427 노선,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도428 노선,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도429 노선,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도430 노선,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도432 노선,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도434 노선,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도435 노선,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도436 노선,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도437 노선,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도438 노선,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도202 노선,0,2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도203 노선,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도204 노선,0,0,0,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도205 노선,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도208 노선,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도209 노선,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도211 노선,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도213 노선,0,0,0,3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도214 노선,0,0,0,2257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도215 노선,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도217 노선,0,0,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도220 노선,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도221 노선,0,0,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도222 노선,0,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도226 노선,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도228 노선,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도230 노선,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도232 노선,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도234 노선,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도236 노선,0,0,0,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도238 노선,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도241 노선,0,0,0,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도244 노선,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도245 노선,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도246 노선,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도247 노선,0,0,0,5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도248 노선,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도400 노선,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도401 노선,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도402 노선,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도403 노선,0,1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도404 노선,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도405 노선,0,0,0,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도406 노선,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도407 노선,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2137 노선,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2139 노선,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2141 노선,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2144 노선,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2147 노선,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2148 노선,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2149 노선,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2151 노선,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2153 노선,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2156 노선,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2160 노선,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2161 노선,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2162 노선,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2163 노선,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2164 노선,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2165 노선,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2167 노선,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2169 노선,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2170 노선,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2171 노선,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2172 노선,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2173 노선,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2174 노선,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2176 노선,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2178 노선,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2179 노선,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2180 노선,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2182 노선,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2184 노선,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2186 노선,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2187 노선,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2205 노선,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2217 노선,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2218 노선,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2195 노선,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2201 노선,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2202 노선,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2214 노선,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2050 노선,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2051 노선,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2053 노선,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2054 노선,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2055 노선,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2056 노선,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2057 노선,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2058 노선,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2059 노선,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2060 노선,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2062 노선,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2064 노선,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2065 노선,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2067 노선,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2071 노선,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2074 노선,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2076 노선,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2077 노선,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2078 노선,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2079 노선,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2080 노선,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2082 노선,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2083 노선,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2084 노선,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2086 노선,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2088 노선,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2090 노선,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2091 노선,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2094 노선,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2095 노선,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2096 노선,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2098 노선,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2101 노선,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2103 노선,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2106 노선,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2108 노선,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2111 노선,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2112 노선,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2114 노선,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2115 노선,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2120 노선,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2126 노선,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2127 노선,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2128 노선,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2130 노선,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2131 노선,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2136 노선,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2049 노선,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2052 노선,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2072 노선,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2048 노선,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2075 노선,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2081 노선,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
시도,성남 시도2085 노선,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-05
